0	2	2389
1	0	3401
1	1	2389
2	0	7784
2	1	3779
3	2	3410
4	2	4204
5	2	3497
6	0	3536
6	1	3497
7	2	6794
8	0	1877
8	1	981
9	2	4465
10	2	7547
11	0	5601
11	1	2389
12	0	4324
12	1	2389
13	2	2932
14	2	207
15	2	40
16	2	715
17	2	1956
18	0	7784
18	1	981
19	2	90
20	2	7543
21	0	4324
21	1	4289
22	2	3958
23	0	4302
23	1	40
24	2	2521
25	2	6177
26	2	5110
27	2	4429
28	0	1533
28	1	569
29	0	7784
29	1	569
30	0	3401
30	1	569
31	0	3280
31	1	981
32	2	981
33	0	4324
33	1	981
34	0	3401
34	1	981
35	2	701
36	2	5458
37	2	569
38	2	4725
39	2	6966
40	2	243
41	2	2505
42	2	4043
43	2	1710
44	2	1294
45	2	1714
46	2	5827
47	0	2862
47	1	981
48	2	7177
49	0	7844
49	1	981
50	2	3583
51	2	6712
52	0	4324
52	1	2316
53	0	7150
53	1	981
54	0	3536
54	1	3958
55	2	4437
56	2	6804
57	0	3401
57	1	6966
58	0	6988
58	1	634
59	0	7521
59	1	1623
60	0	386
60	1	1623
61	0	6041
61	1	1623
62	2	1623
63	0	4302
63	1	981
64	0	460
64	1	981
65	2	4237
66	0	1231
66	1	5110
67	2	31
68	0	4324
68	1	31
69	0	3536
69	1	5110
70	2	1070
71	0	1370
71	1	981
72	2	5493
73	0	3401
73	1	578
74	2	1609
75	0	4324
75	1	3497
76	0	4016
76	1	3497
77	2	866
78	0	3401
78	1	4659
79	2	1230
80	0	5191
80	1	6001
81	0	3536
81	1	7687
82	2	7687
83	0	4016
83	1	7687
84	2	1209
85	0	1182
85	1	7687
86	0	4324
86	1	5954
87	2	2409
88	2	5675
89	2	306
90	2	654
91	2	1630
92	0	7407
92	1	4495
93	2	3610
94	2	4033
95	2	3605
96	0	4324
96	1	6001
97	0	4180
97	1	6001
98	0	3118
98	1	6001
99	0	2296
99	1	2389
100	0	6926
100	1	2389
101	0	7521
101	1	2389
102	0	5800
102	1	4437
103	0	4324
103	1	4437
104	0	797
104	1	981
105	2	6492
106	0	3401
106	1	7183
107	0	1533
107	1	4387
108	0	4324
108	1	4387
109	2	3211
110	0	4324
110	1	3211
111	0	3536
111	1	1895
112	0	2862
112	1	40
113	2	452
114	2	3087
115	0	3536
115	1	5808
116	0	3536
116	1	569
117	0	2886
117	1	981
118	2	3589
119	0	1533
119	1	3497
120	0	3033
120	1	5808
121	2	7574
122	2	5962
123	2	4288
124	2	5808
125	2	5954
126	2	6404
127	2	592
128	0	5601
128	1	981
129	0	4302
129	1	6966
130	0	4302
130	1	3589
131	0	4324
131	1	3589
132	0	5903
132	1	3211
133	2	875
134	0	7521
134	1	4418
135	0	4324
135	1	3606
136	0	4302
136	1	4437
137	2	362
138	2	720
139	2	2045
140	0	1533
140	1	854
141	0	2094
141	1	854
142	2	854
143	0	5265
143	1	854
144	0	1471
144	1	6941
145	0	1471
145	1	2144
146	0	6089
146	1	6422
147	2	3606
148	0	3401
148	1	40
149	2	3440
150	2	4418
151	2	6517
152	2	4110
153	0	3536
153	1	40
154	0	1770
154	1	2316
155	0	1770
155	1	875
156	0	7521
156	1	1230
157	0	6041
157	1	1230
158	0	1533
158	1	3211
159	0	4366
159	1	3211
160	2	2084
161	2	3402
162	0	4324
162	1	578
163	0	6944
163	1	7146
164	0	4324
164	1	7146
165	0	3118
165	1	7146
166	0	3771
166	1	3589
167	0	4302
167	1	5009
168	0	3401
168	1	5009
169	0	6926
169	1	3211
170	0	7407
170	1	569
171	0	3280
171	1	569
172	2	3135
173	0	4324
173	1	569
174	2	269
175	2	2698
176	0	5265
176	1	4387
177	2	4387
178	0	3775
178	1	981
179	2	6793
180	0	6187
180	1	981
181	2	1274
182	0	4324
182	1	3958
183	2	6856
184	0	7521
184	1	981
185	0	7521
185	1	3958
186	0	7521
186	1	3606
187	0	3280
187	1	4043
188	0	7150
188	1	4043
189	0	4324
189	1	1623
190	0	4324
190	1	547
191	2	7327
192	0	4324
192	1	362
193	2	5486
194	0	4016
194	1	4437
195	2	3470
196	0	4366
196	1	1623
197	0	1281
197	1	1623
198	0	4016
198	1	1623
199	0	3442
199	1	1623
200	0	7784
200	1	1737
201	0	4500
201	1	1737
202	0	5469
202	1	981
203	2	2842
204	2	4751
205	2	4442
206	2	887
207	0	7521
207	1	7687
208	0	3280
208	1	634
209	2	634
210	0	4324
210	1	634
211	0	5013
211	1	634
212	0	7551
212	1	634
213	0	5057
213	1	3589
214	0	1281
214	1	981
215	0	3280
215	1	2582
216	2	7303
217	0	5265
217	1	3211
218	0	3280
218	1	2842
219	0	4324
219	1	2842
220	0	6013
220	1	981
221	0	1519
221	1	4437
222	0	4569
222	1	5954
223	0	7521
223	1	40
224	0	1281
224	1	7687
225	2	3202
226	2	7172
227	2	1403
228	0	3115
228	1	981
229	0	3280
229	1	854
230	0	4324
230	1	854
231	0	1705
231	1	854
232	2	580
233	2	2272
234	2	1432
235	2	7752
236	2	6424
237	0	6738
237	1	7183
238	0	2094
238	1	7183
239	0	6089
239	1	981
240	2	6623
241	2	3962
242	2	6916
243	0	3536
243	1	6794
244	2	3491
245	2	7437
246	2	4734
247	2	407
248	0	3401
248	1	679
249	0	1774
249	1	6966
250	0	5395
250	1	6966
251	0	7393
251	1	6966
252	0	5444
252	1	6966
253	0	3536
253	1	6966
254	2	3405
255	0	6184
255	1	981
256	0	7551
256	1	981
257	0	4569
257	1	578
258	0	6041
258	1	578
259	0	1770
259	1	7183
260	2	2701
261	0	3536
261	1	4289
262	2	4312
263	0	4569
263	1	4437
264	0	1231
264	1	6337
265	0	3046
265	1	6337
266	0	3401
266	1	4289
267	2	1965
268	2	4289
269	0	4324
269	1	1965
270	0	1770
270	1	3606
271	2	4854
272	2	2289
273	2	4925
274	0	1799
274	1	981
275	2	6631
276	2	6423
277	0	6041
277	1	7687
278	0	1774
278	1	4387
279	0	2976
279	1	4387
280	0	3401
280	1	3497
281	0	2776
281	1	981
282	2	6001
283	2	1268
284	0	5512
284	1	3497
285	2	3062
286	2	6783
287	0	1533
287	1	654
288	0	3118
288	1	981
289	0	7407
289	1	981
290	0	7857
290	1	981
291	2	4683
292	0	6926
292	1	981
293	0	5830
293	1	981
294	0	3534
294	1	981
295	2	402
296	2	2437
297	2	2577
298	0	2451
298	1	981
299	0	2592
299	1	981
300	0	7150
300	1	4437
301	0	3280
301	1	4437
302	0	1533
302	1	4437
303	0	4324
303	1	5808
304	0	7150
304	1	2953
305	0	3280
305	1	2953
306	0	4324
306	1	2953
307	2	7139
308	0	4302
308	1	3644
309	2	3644
310	2	6291
311	0	5512
311	1	6591
312	2	6591
313	0	358
313	1	4933
314	0	7521
314	1	4933
315	2	551
316	2	278
317	2	3824
318	2	6290
319	2	4201
320	0	4099
320	1	654
321	0	3401
321	1	5954
322	2	6217
323	0	6474
323	1	4437
324	0	4302
324	1	7146
325	0	5191
325	1	7146
326	2	1917
327	0	7521
327	1	7146
328	0	1533
328	1	6623
329	2	6969
330	0	7542
330	1	569
331	2	2316
332	0	1533
332	1	2287
333	2	2287
334	0	1489
334	1	1965
335	2	5811
336	2	400
337	0	6926
337	1	3660
338	0	3401
338	1	4602
339	2	2867
340	2	510
341	0	1533
341	1	40
342	2	3966
343	0	4569
343	1	4602
344	0	3280
344	1	4602
345	0	3280
345	1	1268
346	0	1281
346	1	1268
347	0	6926
347	1	1268
348	2	7571
349	0	3401
349	1	6346
350	0	4324
350	1	1268
351	2	2863
352	0	5057
352	1	1268
353	2	6350
354	2	839
355	0	2586
355	1	1268
356	0	5512
356	1	1268
357	0	4016
357	1	1268
358	0	1533
358	1	1268
359	2	3397
360	2	6024
361	0	317
361	1	6024
362	0	6041
362	1	1965
363	2	7074
364	0	6013
364	1	362
365	0	3401
365	1	362
366	0	1799
366	1	362
367	2	1824
368	0	1770
368	1	1623
369	0	3280
369	1	1623
370	0	7521
370	1	5162
371	2	4297
372	0	1768
372	1	981
373	2	2953
374	0	3401
374	1	2953
375	0	1533
375	1	4351
376	0	7386
376	1	981
377	0	4302
377	1	1737
378	0	4889
378	1	1737
379	2	1499
380	2	4722
381	0	5265
381	1	2389
382	0	5057
382	1	2389
383	0	1519
383	1	2953
384	0	7393
384	1	2953
385	0	2776
385	1	1268
386	0	4302
386	1	2953
387	2	6799
388	2	5336
389	0	1370
389	1	1230
390	2	2589
391	0	2236
391	1	7183
392	2	7183
393	0	7393
393	1	2389
394	0	6872
394	1	2389
395	0	7479
395	1	634
396	0	3804
396	1	654
397	0	1533
397	1	1965
398	2	3660
399	0	4324
399	1	3660
400	2	4301
401	0	3280
401	1	3958
402	0	1237
402	1	634
403	0	6184
403	1	3497
404	2	184
405	2	50
406	0	1770
406	1	5661
407	0	6013
407	1	40
408	0	2451
408	1	1975
409	0	2976
409	1	981
410	2	3016
411	0	6013
411	1	547
412	0	3280
412	1	547
413	0	3401
413	1	6623
414	2	4096
415	0	3280
415	1	362
416	2	414
417	2	2311
418	0	4408
418	1	3211
419	0	1259
419	1	981
420	2	6133
421	2	139
422	2	5980
423	0	3280
423	1	6966
424	0	6041
424	1	3211
425	0	7407
425	1	3211
426	2	1378
427	0	3401
427	1	3211
428	0	3280
428	1	578
429	2	578
430	0	3401
430	1	5110
431	0	5265
431	1	5110
432	0	5444
432	1	981
433	2	2632
434	2	799
435	0	1281
435	1	654
436	0	4324
436	1	654
437	2	6237
438	2	7699
439	0	6013
439	1	7687
440	0	3401
440	1	7687
441	0	2094
441	1	7687
442	2	4214
443	2	2604
444	0	884
444	1	981
445	2	3679
446	2	7496
447	2	4562
448	0	4324
448	1	4653
449	0	3401
449	1	4653
450	0	3280
450	1	4653
451	0	5265
451	1	4437
452	2	4463
453	0	6183
453	1	4463
454	0	3401
454	1	4387
455	0	7784
455	1	4387
456	0	5830
456	1	2953
457	0	2976
457	1	2953
458	0	5057
458	1	2953
459	0	1533
459	1	2842
460	0	5191
460	1	981
461	2	4648
462	2	2653
463	2	6982
464	0	7022
464	1	981
465	0	884
465	1	569
466	0	7521
466	1	6623
467	0	4302
467	1	6623
468	2	5121
469	2	7027
470	2	3276
471	2	2679
472	2	3593
473	0	5473
473	1	7687
474	0	7022
474	1	634
475	0	5057
475	1	6966
476	0	4324
476	1	6966
477	0	4569
477	1	875
478	2	1333
479	0	6013
479	1	6517
480	0	4324
480	1	6517
481	0	3280
481	1	6517
482	0	7150
482	1	6517
483	2	3731
484	0	3280
484	1	6072
485	0	7150
485	1	6072
486	2	4264
487	0	1113
487	1	2528
488	2	6871
489	2	624
490	2	902
491	0	3534
491	1	4387
492	0	7393
492	1	981
493	0	6394
493	1	6072
494	0	4302
494	1	4561
495	2	4616
496	0	1950
496	1	981
497	0	4180
497	1	578
498	2	4393
499	2	1229
500	2	3323
501	2	4747
502	2	2215
503	0	7393
503	1	4418
504	0	7521
504	1	5954
505	2	6199
506	2	3282
507	0	1281
507	1	6072
508	0	6738
508	1	1938
509	0	1799
509	1	4437
510	2	4243
511	0	3280
511	1	7437
512	0	4324
512	1	7437
513	0	7521
513	1	4437
514	2	1377
515	0	4569
515	1	4653
516	0	1281
516	1	3958
517	0	1533
517	1	3958
518	2	4108
519	0	1489
519	1	1623
520	0	1231
520	1	6072
521	0	4324
521	1	6072
522	2	3779
523	2	1252
524	0	6195
524	1	569
525	0	4324
525	1	6014
526	0	3280
526	1	6014
527	0	6013
527	1	6014
528	2	7502
529	0	3401
529	1	6014
530	0	1533
530	1	4653
531	0	3046
531	1	547
532	2	547
533	2	5079
534	0	2451
534	1	634
535	0	1281
535	1	634
536	2	2488
537	0	6187
537	1	634
538	0	7150
538	1	634
539	0	3536
539	1	963
540	0	4324
540	1	963
541	0	6949
541	1	7183
542	0	4302
542	1	634
543	0	6013
543	1	6966
544	0	3118
544	1	6966
545	0	7521
545	1	1710
546	0	4324
546	1	1710
547	0	4366
547	1	981
548	2	5692
549	0	5903
549	1	3606
550	0	1231
550	1	2582
551	2	1345
552	2	3573
553	0	5265
553	1	654
554	0	4366
554	1	654
555	2	4659
556	0	5444
556	1	6623
557	2	6072
558	2	3706
559	2	5713
560	2	7105
561	2	5650
562	0	6926
562	1	6623
563	0	1770
563	1	6623
564	0	4324
564	1	6623
565	0	358
565	1	578
566	0	2862
566	1	578
567	2	7265
568	2	3857
569	2	6914
570	0	4016
570	1	981
571	0	4016
571	1	362
572	2	7531
573	2	5148
574	2	697
575	2	6100
576	0	7407
576	1	634
577	0	4569
577	1	2316
578	2	4653
579	0	1533
579	1	578
580	0	6569
580	1	4387
581	0	7521
581	1	2842
582	0	1281
582	1	1895
583	0	4324
583	1	1895
584	0	5601
584	1	2953
585	0	4302
585	1	5954
586	0	7521
586	1	4600
587	0	3401
587	1	2287
588	0	7150
588	1	6014
589	0	7407
589	1	6014
590	2	1506
591	2	546
592	0	4324
592	1	6337
593	0	4302
593	1	6337
594	0	4016
594	1	4933
595	0	6926
595	1	4933
596	0	4324
596	1	4933
597	0	3401
597	1	4933
598	0	5601
598	1	4933
599	0	5512
599	1	4933
600	0	1257
600	1	2953
601	2	1915
602	2	827
603	2	6014
604	2	3030
605	0	4569
605	1	981
606	2	7694
607	0	3536
607	1	120
608	2	6020
609	2	5020
610	0	7150
610	1	362
611	0	6187
611	1	3030
612	0	6041
612	1	3030
613	0	317
613	1	4437
614	2	53
615	2	1447
616	0	143
616	1	6591
617	0	4324
617	1	6591
618	0	1231
618	1	6014
619	0	2592
619	1	569
620	0	4302
620	1	578
621	2	1908
622	0	6187
622	1	3660
623	0	7150
623	1	3660
624	2	2786
625	0	1281
625	1	4289
626	0	2451
626	1	697
627	0	6902
627	1	5110
628	0	7784
628	1	5954
629	0	3280
629	1	5954
630	0	6041
630	1	5954
631	0	884
631	1	7687
632	2	5905
633	2	3472
634	0	7784
634	1	547
635	0	884
635	1	547
636	0	5749
636	1	578
637	2	20
638	0	3536
638	1	6623
639	0	4302
639	1	4712
640	0	4302
640	1	2389
641	0	5512
641	1	981
642	0	4324
642	1	2874
643	0	2081
643	1	2874
644	2	4626
645	0	3401
645	1	5012
646	2	5012
647	2	2617
648	0	4324
648	1	5012
649	0	5749
649	1	5012
650	0	6644
650	1	2567
651	2	3432
652	2	7798
653	2	2410
654	0	6089
654	1	3211
655	0	3536
655	1	4288
656	2	4251
657	2	1776
658	0	4302
658	1	2014
659	2	210
660	2	4430
661	0	2886
661	1	7146
662	0	6195
662	1	7146
663	0	5494
663	1	40
664	2	4157
665	2	7165
666	0	893
666	1	2014
667	2	7100
668	0	6041
668	1	2014
669	2	2096
670	0	4302
670	1	4659
671	0	3953
671	1	456
672	0	1281
672	1	3660
673	0	6184
673	1	569
674	2	1253
675	2	3809
676	2	5112
677	0	5057
677	1	4562
678	2	2613
679	2	6588
680	2	38
681	0	4408
681	1	4288
682	0	2368
682	1	1824
683	2	960
684	0	6187
684	1	7856
685	0	7150
685	1	2389
686	2	1264
687	2	5894
688	2	6337
689	2	7415
690	0	6569
690	1	7384
691	2	7384
692	0	1259
692	1	4387
693	0	4302
693	1	4387
694	0	4371
694	1	5110
695	0	7784
695	1	5110
696	0	1281
696	1	6014
697	0	2094
697	1	7606
698	0	884
698	1	1710
699	0	1231
699	1	1710
700	2	2727
701	2	4712
702	0	3401
702	1	5865
703	0	4324
703	1	5865
704	2	6582
705	2	7012
706	2	1140
707	0	3401
707	1	1230
708	0	6926
708	1	5954
709	0	4324
709	1	4712
710	0	1770
710	1	697
711	0	7521
711	1	697
712	2	4263
713	0	4324
713	1	1230
714	0	1774
714	1	981
715	2	3676
716	2	5864
717	2	4019
718	0	4016
718	1	1230
719	0	7393
719	1	1230
720	2	6259
721	0	1877
721	1	3497
722	0	5191
722	1	634
723	0	1479
723	1	578
724	0	5601
724	1	4734
725	0	1799
725	1	4734
726	2	6824
727	0	3401
727	1	4712
728	2	963
729	0	7551
729	1	2389
730	2	2115
731	0	5601
731	1	5661
732	2	5002
733	0	1492
733	1	981
734	0	4016
734	1	634
735	0	1231
735	1	634
736	0	1877
736	1	634
737	2	7081
738	0	6949
738	1	39
739	2	3295
740	0	5013
740	1	1696
741	0	3401
741	1	1696
742	0	2592
742	1	1696
743	2	4337
744	0	2302
744	1	4387
745	0	6184
745	1	1895
746	0	4408
746	1	1895
747	2	6760
748	2	4158
749	2	3512
750	0	4324
750	1	7687
751	2	3435
752	0	7784
752	1	6337
753	0	6127
753	1	1268
754	0	2976
754	1	1268
755	0	3401
755	1	1268
756	0	1770
756	1	5582
757	0	6376
757	1	697
758	2	3826
759	0	6926
759	1	697
760	2	3124
761	0	5800
761	1	6001
762	0	1281
762	1	6966
763	0	6949
763	1	3606
764	0	1770
764	1	3515
765	0	7521
