0	2	2543
1	2	2682
2	2	3674
3	2	4699
4	2	3299
5	0	445
5	1	1928
6	0	4548
6	1	1928
7	2	2167
8	0	445
8	1	5121
9	2	4596
10	2	3759
11	2	4103
12	2	2429
13	0	4513
13	1	5121
14	2	4226
15	0	445
15	1	2167
16	2	925
17	2	4607
18	2	4804
19	2	5101
20	2	1548
21	2	1909
22	2	1964
23	2	1113
24	2	4828
25	2	2230
26	2	3346
27	2	1767
28	2	1083
29	2	674
30	0	445
30	1	1252
31	2	319
32	0	1051
32	1	4049
33	2	1749
34	0	80
34	1	925
35	2	329
36	0	4548
36	1	925
37	2	679
38	0	4548
38	1	3748
39	2	1539
40	2	4164
41	2	1005
42	2	4652
43	0	1881
43	1	1928
44	2	3872
45	2	1699
46	0	445
46	1	2429
47	2	83
48	2	4257
49	0	445
49	1	547
50	2	49
51	0	910
51	1	3748
52	0	2148
52	1	5121
53	2	955
54	2	1751
55	2	1622
56	2	1748
57	0	445
57	1	618
58	2	1672
59	0	2779
59	1	5121
60	2	1617
61	0	4513
61	1	3493
62	0	4513
62	1	2429
63	0	4548
63	1	547
64	2	573
65	2	1584
66	2	158
67	0	4608
67	1	4049
68	0	4896
68	1	1928
69	2	4024
70	2	2369
71	2	2082
72	2	3544
73	0	4548
73	1	1023
74	0	4548
74	1	2905
75	2	4386
76	2	4784
77	2	3145
78	0	4195
78	1	1928
79	0	306
79	1	1928
80	2	579
81	0	4548
81	1	2880
82	0	2779
82	1	5175
83	0	2310
83	1	1928
84	2	1301
85	0	3655
85	1	5121
86	0	1377
86	1	4596
87	0	4275
87	1	3748
88	0	4548
88	1	1113
89	2	998
90	2	4109
91	0	445
91	1	158
92	2	4614
93	2	1496
94	0	783
94	1	2905
95	2	349
96	0	445
96	1	1840
97	0	2148
97	1	2682
98	0	2779
98	1	3493
99	0	2779
99	1	2905
100	0	783
100	1	2167
101	2	1294
102	2	1307
103	0	1741
103	1	2167
104	2	2168
105	2	1783
106	0	2932
106	1	2916
107	2	3536
108	2	452
109	0	4548
109	1	2161
110	2	2651
111	2	2991
112	2	1416
113	0	4070
113	1	1252
114	2	3314
115	0	4195
115	1	1964
116	0	4159
116	1	3118
117	0	2148
117	1	618
118	0	2779
118	1	4699
119	2	2571
120	2	3634
121	0	910
121	1	1831
122	0	445
122	1	915
123	0	910
123	1	1964
124	2	1980
125	2	3540
126	2	524
127	0	1377
127	1	4699
128	2	2821
129	0	4548
129	1	4699
130	2	2063
131	2	3744
132	2	715
133	0	4548
133	1	158
134	2	1200
135	0	2557
135	1	3748
136	0	3513
136	1	4049
137	0	4953
137	1	2167
138	2	3892
139	0	910
139	1	3213
140	2	4853
141	0	445
141	1	2916
142	0	445
142	1	3711
143	0	2310
143	1	2682
144	0	1377
144	1	2161
145	0	3655
145	1	1964
146	2	861
147	2	1859
148	0	80
148	1	3748
149	0	3980
149	1	2167
150	2	668
151	0	4548
151	1	3063
152	0	612
152	1	4750
153	0	2779
153	1	618
154	0	445
154	1	1215
155	0	4275
155	1	2167
156	2	328
157	0	4548
157	1	2429
158	2	1462
159	2	3330
160	0	4743
160	1	3692
161	0	80
161	1	5175
162	0	2827
162	1	42
163	0	1881
163	1	4049
164	0	1881
164	1	1252
165	0	4159
165	1	5175
166	0	1377
166	1	5175
167	2	1165
168	2	568
169	2	2254
170	0	5163
170	1	4049
171	0	80
171	1	1113
172	2	644
173	2	867
174	0	4070
174	1	5175
175	0	2779
175	1	3403
176	0	910
176	1	3403
177	0	306
177	1	5175
178	0	80
178	1	1023
179	2	2721
180	2	1112
181	0	2827
181	1	5121
182	0	4513
182	1	3282
183	0	2310
183	1	1215
184	2	1446
185	2	4013
186	0	2779
186	1	915
187	0	2779
187	1	2792
188	2	481
189	0	2148
189	1	2429
190	2	776
191	2	340
192	0	4513
192	1	4596
193	2	759
194	0	4195
194	1	618
195	0	445
195	1	3728
196	2	1236
197	0	1881
197	1	4699
198	0	600
198	1	4071
199	2	3558
200	0	4513
200	1	925
201	2	4954
202	2	4821
203	0	2310
203	1	2543
204	2	1482
205	0	2557
205	1	1928
206	0	3980
206	1	3692
207	0	445
207	1	2969
208	0	3138
208	1	5121
209	0	306
209	1	2167
210	0	2779
210	1	3282
211	2	1311
212	2	4200
213	2	102
214	2	4021
215	0	445
215	1	1204
216	0	2779
216	1	49
217	0	4252
217	1	4699
218	2	2264
219	0	4548
219	1	4601
220	2	4357
221	2	2030
222	0	1377
222	1	4071
223	2	3039
224	0	600
224	1	674
225	0	2310
225	1	2167
226	2	4517
227	0	1051
227	1	2167
228	0	445
228	1	4750
229	0	1377
229	1	4669
230	0	4252
230	1	2682
231	0	2779
231	1	2880
232	0	910
232	1	2029
233	0	3655
233	1	1831
234	0	2310
234	1	3493
235	0	1848
235	1	2682
236	0	4513
236	1	3692
237	0	529
237	1	2167
238	2	1540
239	0	4623
239	1	5121
240	0	2932
240	1	5121
241	2	4361
242	2	5177
243	2	718
244	0	2148
244	1	4699
245	2	968
246	0	80
